time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-01-07T13:33:54.318Z,17.4697,119.6884,10,4.5,mb,24,125,5.479,0.6,us,us7000j4xk,2023-01-30T15:04:21.040Z,"72 km W of Cabittaogan, Philippines",earthquake,6.74,1.902,0.163,11,reviewed,us,us
2023-01-07T11:58:50.825Z,-10.4058,161.5157,112.659,4.5,mb,31,193,1.82,0.45,us,us7000j2sp,2023-01-29T10:42:08.102Z,"Solomon Islands",earthquake,11.31,6.964,0.109,32,reviewed,us,us
2023-01-07T08:49:03.981Z,-2.47,140.61,28.767,4.7,mb,34,114,8.364,0.51,us,us7000j4xm,2023-01-18T13:47:44.040Z,"near the north coast of Papua, Indonesia",earthquake,11.65,5.749,0.117,22,reviewed,us,us
2023-01-07T08:12:28.096Z,34.995,-3.9011,10,4.9,mww,180,46,2.238,0.52,us,us7000j2ru,2023-01-18T13:43:27.047Z,"13 km SSW of Bni Bouayach, Morocco",earthquake,3.96,1.844,0.063,24,reviewed,us,us
2023-01-07T06:39:29.727Z,39.4132,26.1996,12.538,4.6,mwr,94,74,1.475,0.78,us,us7000j2re,2023-01-18T13:13:31.422Z,"",earthquake,5.85,4.988,0.08,15,reviewed,us,us
2023-01-07T06:23:40.893Z,-32.0193,-69.4816,106.694,4.8,mwr,132,33,0.827,0.67,us,us7000j2r8,2023-01-18T13:09:00.228Z,"76 km S of Calingasta, Argentina",earthquake,5.72,2.338,,,reviewed,us,guc
2023-01-07T05:21:56.238Z,4.1528,122.796,581.105,4.5,mb,60,82,3.63,0.61,us,us7000j2qz,2023-01-18T05:49:05.040Z,"230 km SSE of Tabiauan, Philippines",earthquake,11.39,9.052,0.083,43,reviewed,us,us
2023-01-07T03:01:24.756Z,-3.8657,133.3307,10,4.5,mb,22,112,1.432,0.59,us,us7000j2q5,2023-01-26T23:33:07.040Z,"",earthquake,8.31,1.807,0.164,12,reviewed,us,us
2023-01-07T01:52:58.082Z,39.3815,26.1631,10,4.7,mb,82,47,1.504,0.91,us,us7000j2pq,2023-01-26T23:22:33.184Z,"1 km NW of Míthymna, Greece",earthquake,5.15,1.831,0.077,52,reviewed,us,us
2023-01-07T01:33:16.408Z,-7.7445,68.1067,10,4.5,mb,18,124,4.321,0.59,us,us7000j4xe,2023-01-18T04:25:24.040Z,"Chagos Archipelago region",earthquake,11.28,1.918,0.222,6,reviewed,us,us
